sample_id,time,anomaly,anomaly_type,data_modality,description,volume,flow,pressure
1.1,3.087533156498673,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-224.2774566473988,4.27745664739885
1.1,3.119363395225464,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-208.5549132947977,5.6647398843930645
1.1,3.135278514588859,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-198.3815028901734,5.6647398843930645
1.1,3.167108753315649,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-185.43352601156067,5.6647398843930645
1.1,3.437665782493368,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-194.68208092485548,31.329479768786133
1.1,3.6286472148541113,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-202.08092485549128,32.71676300578035
1.1,3.819628647214853,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-209.47976878612712,32.71676300578035
1.1,3.9946949602122,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-216.87861271676297,34.45086705202313
1.1,4.217506631299735,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-242.77456647398844,36.1849710982659
1.1,4.217506631299735,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-259.42196531791905,36.1849710982659
1.1,4.217506631299735,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-266.8208092485549,36.1849710982659
1.1,4.23342175066313,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-226.12716763005776,36.1849710982659
1.1,4.312997347480105,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-255.72254335260112,14.682080924855498
1.1,4.312997347480105,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-266.8208092485549,14.682080924855498
1.1,4.312997347480105,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-291.7919075144508,14.682080924855498
1.1,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-276.0693641618497,8.439306358381508
1.1,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-283.46820809248555,8.439306358381508
1.1,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-300.11560693641616,8.439306358381508
1.1,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-307.514450867052,8.439306358381508
1.1,4.376657824933687,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-267.7456647398844,8.439306358381508
1.1,4.392572944297082,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-261.271676300578,8.439306358381508
1.1,4.488063660477453,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-257.5722543352601,5.317919075144509
1.1,4.615384615384615,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-252.94797687861268,5.317919075144509
1.1,4.806366047745358,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-248.32369942196527,4.27745664739885
1.1,4.96551724137931,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-245.54913294797683,4.27745664739885
1.1,5.092838196286471,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-243.69942196531787,4.27745664739885
1.1,5.2201591511936325,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-239.0751445086705,3.583815028901739
1.1,5.299734748010609,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-233.52601156069363,3.583815028901739
